OrderID,OrderDate,CustomerID,ProductID,OrderQuantity,SalesAmount
SO46536,2011-12-19,13556,311,1,3578.27
SO46537,2011-12-20,11427,344,1,3399.99
SO46538,2011-12-20,12774,310,1,3578.27
SO46539,2011-12-20,12200,314,1,3578.27
SO46540,2011-12-20,20822,314,1,3578.27
SO46541,2011-12-20,20617,310,1,3578.27
SO46542,2011-12-21,11431,347,1,3399.99
SO46543,2011-12-21,11549,345,1,3399.99
SO46544,2011-12-21,12766,311,1,3578.27
SO46545,2011-12-21,24646,310,1,3578.27
SO46546,2011-12-21,12780,310,1,3578.27
SO46547,2011-12-21,12917,313,1,3578.27
SO46548,2011-12-21,12418,310,1,3578.27
SO46549,2011-12-21,12452,313,1,3578.27
SO46550,2011-12-21,26097,350,1,3374.99
SO46551,2011-12-21,14914,330,1,699.0982
SO46552,2011-12-21,15017,328,1,699.0982
SO46553,2011-12-21,20985,312,1,3578.27
SO46554,2011-12-21,20990,313,1,3578.27
SO46555,2011-12-21,12010,351,1,3374.99
SO46556,2011-12-21,25948,326,1,699.0982
SO46557,2011-12-22,12904,310,1,3578.27
SO46558,2011-12-22,12184,314,1,3578.27
SO46559,2011-12-22,12762,310,1,3578.27
SO46560,2011-12-22,26096,344,1,3399.99
SO46561,2011-12-22,20625,312,1,3578.27
SO46562,2011-12-22,14978,311,1,3578.27
SO46563,2011-12-22,25945,320,1,699.0982
SO46564,2011-12-23,11494,347,1,3399.99
SO46565,2011-12-23,12769,311,1,3578.27
SO46566,2011-12-23,12789,311,1,3578.27
SO46567,2011-12-23,12707,313,1,3578.27
SO46568,2011-12-23,12761,312,1,3578.27
SO46569,2011-12-24,12450,312,1,3578.27
SO46570,2011-12-24,13536,313,1,3578.27
SO46571,2011-12-24,15668,313,1,3578.27
SO46572,2011-12-24,13552,314,1,3578.27
SO46573,2011-12-24,13555,314,1,3578.27
SO46574,2011-12-24,12243,348,1,3374.99
SO46575,2011-12-24,12338,351,1,3374.99
SO46576,2011-12-25,24757,310,1,3578.27
SO46577,2011-12-25,12913,311,1,3578.27
SO46578,2011-12-25,12178,314,1,3578.27
SO46579,2011-12-25,12186,311,1,3578.27
SO46580,2011-12-25,12187,310,1,3578.27
SO46581,2011-12-25,12188,314,1,3578.27
SO46582,2011-12-25,12207,314,1,3578.27
SO46583,2011-12-25,20622,310,1,3578.27
SO46584,2011-12-25,12252,348,1,3374.99
SO46585,2011-12-26,15050,314,1,3578.27
SO46586,2011-12-26,12364,313,1,3578.27
SO46587,2011-12-26,12448,314,1,3578.27
SO46588,2011-12-26,20035,351,1,3374.99
SO46589,2011-12-26,25946,326,1,699.0982
SO46590,2011-12-27,24501,312,1,3578.27
SO46591,2011-12-27,12773,310,1,3578.27
SO46592,2011-12-27,24664,313,1,3578.27
SO46593,2011-12-27,12912,314,1,3578.27
SO46594,2011-12-27,20818,314,1,3578.27
SO46595,2011-12-27,15691,312,1,3578.27
SO46596,2011-12-27,12037,349,1,3374.99
SO46597,2011-12-27,12039,348,1,3374.99
SO46598,2011-12-28,15080,311,1,3578.27
SO46599,2011-12-28,12206,310,1,3578.27
SO46600,2011-12-28,19027,334,1,699.0982
SO46601,2011-12-28,26098,345,1,3399.99
SO46602,2011-12-28,20823,312,1,3578.27
SO46603,2011-12-28,12240,345,1,3399.99
SO46676,2011-12-29,18047,385,1,1000.4375
SO46677,2011-12-29,15460,371,1,2181.5625
SO46678,2011-12-29,19930,331,1,782.99
SO46679,2011-12-29,13062,373,1,2181.5625
SO46680,2011-12-29,21193,371,1,2181.5625
SO46681,2011-12-29,12349,362,1,2049.0982
SO46682,2011-12-29,12355,358,1,2049.0982
SO46683,2011-12-29,12571,354,1,2071.4196
SO46684,2011-12-30,18125,381,1,1000.4375
SO46685,2011-12-30,12947,377,1,2181.5625
SO46686,2011-12-30,20577,325,1,782.99
SO46687,2011-12-31,15457,379,1,2181.5625
SO46688,2011-12-31,12929,369,1,2443.35
SO46689,2011-12-31,13032,369,1,2443.35
SO46690,2011-12-31,13039,368,1,2443.35
SO46691,2011-12-31,13142,368,1,2443.35
SO46692,2011-12-31,13208,369,1,2443.35
SO46693,2011-12-31,13210,373,1,2181.5625
SO46694,2011-12-31,13220,373,1,2181.5625
SO46695,2011-12-31,20208,358,1,2049.0982
SO46696,2011-12-31,21166,370,1,2443.35
SO46697,2011-12-31,21173,371,1,2181.5625
SO46698,2011-12-31,21206,377,1,2181.5625
SO46699,2011-12-31,25961,329,1,782.99
SO46700,2012-01-01,16942,381,1,1000.4375
SO46701,2012-01-01,15114,375,1,2181.5625
SO46702,2012-01-01,15116,369,1,2443.35
SO46703,2012-01-01,20576,337,1,782.99
SO46704,2012-01-01,13059,370,1,2443.35
SO46705,2012-01-01,13085,370,1,2443.35
SO46706,2012-01-01,20186,352,1,2071.4196
SO46707,2012-01-01,15199,337,1,782.99
SO46708,2012-01-01,21200,377,1,2181.5625
SO46709,2012-01-02,19172,387,1,1000.4375
SO46710,2012-01-02,11484,356,1,2071.4196
SO46711,2012-01-02,13592,369,1,2443.35
SO46712,2012-01-02,13779,373,1,2181.5625
SO46713,2012-01-02,24778,371,1,2181.5625
SO46714,2012-01-02,13093,368,1,2443.35
SO46715,2012-01-02,24976,375,1,2181.5625
SO46716,2012-01-02,25046,375,1,2181.5625
SO46717,2012-01-02,25048,368,1,2443.35
SO46718,2012-01-02,12570,360,1,2049.0982
SO46719,2012-01-03,11604,362,1,2049.0982
SO46720,2012-01-03,13667,371,1,2181.5625
SO46721,2012-01-03,16046,370,1,2443.35
SO46722,2012-01-03,17095,385,1,1000.4375
SO46723,2012-01-03,12918,368,1,2443.35
SO46724,2012-01-03,28663,368,1,2443.35
SO46725,2012-01-03,21191,369,1,2443.35
SO46726,2012-01-03,20999,373,1,2181.5625
SO46727,2012-01-03,21002,370,1,2443.35
SO46728,2012-01-03,12354,358,1,2049.0982
SO46729,2012-01-03,26019,321,1,782.99
SO46730,2012-01-04,15100,379,1,2181.5625
SO46731,2012-01-04,15101,371,1,2181.5625
SO46732,2012-01-04,13992,385,1,1000.4375
SO46733,2012-01-04,24781,375,1,2181.5625
SO46734,2012-01-04,13060,375,1,2181.5625
SO46735,2012-01-04,13226,371,1,2181.5625
SO46736,2012-01-04,12341,360,1,2049.0982
SO46737,2012-01-04,12346,354,1,2071.4196
SO46738,2012-01-04,12576,362,1,2049.0982
SO46739,2012-01-05,15699,373,1,2181.5625
SO46740,2012-01-05,12980,379,1,2181.5625
SO46741,2012-01-05,28766,370,1,2443.35
SO46742,2012-01-05,20206,358,1,2049.0982
SO46743,2012-01-05,21183,373,1,2181.5625
SO46744,2012-01-05,21199,370,1,2443.35
SO46745,2012-01-06,13056,369,1,2443.35
SO46746,2012-01-06,13057,368,1,2443.35
SO46747,2012-01-06,26127,360,1,2049.0982
SO46748,2012-01-06,26252,360,1,2049.0982
SO46749,2012-01-06,12350,354,1,2071.4196
SO46750,2012-01-07,16054,377,1,2181.5625
SO46751,2012-01-07,12934,377,1,2181.5625
SO46752,2012-01-07,19931,343,1,782.99
SO46753,2012-01-07,21215,379,1,2181.5625
SO46754,2012-01-07,25958,321,1,782.99
SO46755,2012-01-07,26023,343,1,782.99
SO46756,2012-01-07,13993,383,1,1000.4375
SO46757,2012-01-08,26174,354,1,2071.4196
SO46758,2012-01-08,18130,387,1,1000.4375
SO46759,2012-01-08,16033,373,1,2181.5625
SO46760,2012-01-08,13986,387,1,1000.4375
SO46761,2012-01-08,19924,325,1,782.99
SO46762,2012-01-08,13063,368,1,2443.35
SO46763,2012-01-08,13202,375,1,2181.5625
SO46764,2012-01-08,26238,360,1,2049.0982
SO46765,2012-01-08,15191,333,1,782.99
SO46766,2012-01-08,21216,369,1,2443.35
SO46767,2012-01-08,12573,362,1,2049.0982
SO46768,2012-01-08,26020,339,1,782.99
SO46769,2012-01-09,15702,377,1,2181.5625
SO46770,2012-01-09,15357,370,1,2443.35
SO46771,2012-01-09,13068,377,1,2181.5625
SO46772,2012-01-09,13161,375,1,2181.5625
SO46773,2012-01-09,13173,371,1,2181.5625
SO46774,2012-01-09,13225,375,1,2181.5625
SO46775,2012-01-09,26249,352,1,2071.4196
SO46776,2012-01-09,12356,360,1,2049.0982
SO46777,2012-01-10,11568,356,1,2071.4196
SO46778,2012-01-10,11610,352,1,2071.4196
SO46779,2012-01-10,15929,377,1,2181.5625
SO46780,2012-01-10,12942,379,1,2181.5625
SO46781,2012-01-10,12949,379,1,2181.5625
SO46782,2012-01-10,12975,371,1,2181.5625
SO46783,2012-01-10,19069,337,1,782.99
SO46784,2012-01-10,13178,375,1,2181.5625
SO46785,2012-01-10,13190,373,1,2181.5625
SO46786,2012-01-10,26201,354,1,2071.4196
SO46787,2012-01-10,15195,333,1,782.99
SO46788,2012-01-10,12342,358,1,2049.0982
SO46789,2012-01-11,28506,358,1,2049.0982
SO46790,2012-01-11,12930,379,1,2181.5625
SO46791,2012-01-11,13016,369,1,2443.35
SO46792,2012-01-11,13083,373,1,2181.5625
SO46793,2012-01-11,13214,375,1,2181.5625
SO46794,2012-01-11,24977,373,1,2181.5625
SO46795,2012-01-11,26234,362,1,2049.0982
SO46796,2012-01-11,26247,360,1,2049.0982
SO46797,2012-01-11,21197,371,1,2181.5625
SO46798,2012-01-11,21201,368,1,2443.35
SO46799,2012-01-12,13662,371,1,2181.5625
SO46800,2012-01-12,13019,370,1,2443.35
SO46801,2012-01-12,25094,368,1,2443.35
SO46802,2012-01-12,15188,337,1,782.99
SO46803,2012-01-13,13595,379,1,2181.5625
SO46804,2012-01-13,19052,323,1,782.99
SO46805,2012-01-13,13055,373,1,2181.5625
SO46806,2012-01-13,21195,370,1,2443.35
SO46807,2012-01-13,12339,354,1,2071.4196
SO46808,2012-01-13,12347,360,1,2049.0982
SO46809,2012-01-14,13766,371,1,2181.5625
SO46810,2012-01-14,15622,370,1,2443.35
SO46811,2012-01-14,12941,369,1,2443.35
SO46812,2012-01-14,13069,371,1,2181.5625
SO46813,2012-01-14,13152,379,1,2181.5625
SO46814,2012-01-14,13165,371,1,2181.5625
SO46815,2012-01-14,25093,375,1,2181.5625
SO46816,2012-01-14,13230,370,1,2443.35
SO46817,2012-01-14,26121,356,1,2071.4196
SO46818,2012-01-14,21211,369,1,2443.35
SO46819,2012-01-14,21001,368,1,2443.35
SO46820,2012-01-15,28510,352,1,2071.4196
SO46821,2012-01-15,24824,377,1,2181.5625
SO46822,2012-01-15,15155,325,1,782.99
SO46823,2012-01-15,15193,323,1,782.99
SO46824,2012-01-15,24608,385,1,1000.4375
SO46825,2012-01-15,12574,354,1,2071.4196
SO46826,2012-01-15,12575,360,1,2049.0982
SO46827,2012-01-16,13799,373,1,2181.5625
SO46828,2012-01-16,13990,385,1,1000.4375
SO46829,2012-01-16,24786,369,1,2443.35
SO46830,2012-01-16,19910,337,1,782.99
SO46831,2012-01-16,13066,369,1,2443.35
SO46832,2012-01-16,20188,352,1,2071.4196
SO46833,2012-01-16,12360,354,1,2071.4196
SO46834,2012-01-16,12923,379,1,2181.5625
SO46835,2012-01-17,13768,371,1,2181.5625
SO46836,2012-01-17,13769,377,1,2181.5625
SO46837,2012-01-17,14003,381,1,1000.4375
SO46838,2012-01-17,12922,375,1,2181.5625
SO46839,2012-01-17,24817,375,1,2181.5625
SO46840,2012-01-17,13058,369,1,2443.35
SO46841,2012-01-17,13174,371,1,2181.5625
SO46842,2012-01-17,15166,321,1,782.99
SO46843,2012-01-17,21168,375,1,2181.5625
SO46844,2012-01-17,12343,358,1,2049.0982
SO46845,2012-01-18,11603,358,1,2049.0982
SO46846,2012-01-18,13575,373,1,2181.5625
SO46847,2012-01-18,13793,371,1,2181.5625
SO46848,2012-01-18,16201,371,1,2181.5625
SO46849,2012-01-18,24960,370,1,2443.35
SO46850,2012-01-18,13221,370,1,2443.35
SO46851,2012-01-18,20209,360,1,2049.0982
SO46852,2012-01-18,15194,333,1,782.99
SO46853,2012-01-18,21192,368,1,2443.35
SO46854,2012-01-18,20997,375,1,2181.5625
SO46855,2012-01-19,15117,379,1,2181.5625
SO46856,2012-01-19,12935,370,1,2443.35
SO46857,2012-01-19,13064,371,1,2181.5625
SO46858,2012-01-19,13067,370,1,2443.35
SO46859,2012-01-19,13205,370,1,2443.35
SO46860,2012-01-19,21180,371,1,2181.5625
SO46861,2012-01-19,21214,377,1,2181.5625
SO46862,2012-01-20,11550,362,1,2049.0982
SO46863,2012-01-20,11575,362,1,2049.0982
SO46864,2012-01-20,16045,373,1,2181.5625
SO46865,2012-01-20,15456,375,1,2181.5625
SO46866,2012-01-20,12981,369,1,2443.35
SO46867,2012-01-20,13029,377,1,2181.5625
SO46868,2012-01-20,13189,369,1,2443.35
SO46869,2012-01-21,13577,379,1,2181.5625
SO46870,2012-01-21,13605,368,1,2443.35
SO46871,2012-01-21,13800,370,1,2443.35
SO46872,2012-01-21,19186,385,1,1000.4375
SO46873,2012-01-21,21167,377,1,2181.5625
SO46874,2012-01-21,24606,381,1,1000.4375
SO46875,2012-01-22,11470,362,1,2049.0982
SO46876,2012-01-22,15084,375,1,2181.5625
SO46877,2012-01-22,12926,370,1,2443.35
SO46878,2012-01-22,25061,369,1,2443.35
SO46879,2012-01-22,13224,379,1,2181.5625
SO46880,2012-01-22,15167,335,1,782.99
SO46881,2012-01-22,12572,354,1,2071.4196
SO46882,2012-01-22,25960,343,1,782.99
SO46883,2012-01-22,26241,352,1,2071.4196
SO46884,2012-01-23,13565,368,1,2443.35
SO46885,2012-01-23,15933,373,1,2181.5625
SO46886,2012-01-23,28669,377,1,2181.5625
SO46887,2012-01-23,12340,362,1,2049.0982
SO46888,2012-01-23,26021,325,1,782.99
SO46889,2012-01-24,19173,383,1,1000.4375
SO46890,2012-01-24,12921,368,1,2443.35
SO46891,2012-01-24,20592,325,1,782.99
SO46892,2012-01-24,13086,370,1,2443.35
SO46893,2012-01-24,28659,369,1,2443.35
SO46894,2012-01-24,26120,356,1,2071.4196
SO46895,2012-01-24,26183,354,1,2071.4196
SO46896,2012-01-24,15189,333,1,782.99
SO46897,2012-01-24,21179,368,1,2443.35
SO46898,2012-01-24,21205,369,1,2443.35
SO46899,2012-01-25,13999,381,1,1000.4375
SO46900,2012-01-25,21194,375,1,2181.5625
SO46901,2012-01-25,21203,375,1,2181.5625
SO46902,2012-01-25,21000,375,1,2181.5625
SO46903,2012-01-25,12353,354,1,2071.4196
SO46904,2012-01-26,17080,387,1,1000.4375
SO46905,2012-01-26,16053,375,1,2181.5625
SO46906,2012-01-26,12950,368,1,2443.35
SO46907,2012-01-26,13087,368,1,2443.35
SO46908,2012-01-26,21189,370,1,2443.35
SO46909,2012-01-26,20998,379,1,2181.5625
SO46910,2012-01-27,20710,331,1,782.99
SO46911,2012-01-27,24832,377,1,2181.5625
SO46912,2012-01-27,13177,377,1,2181.5625
SO46913,2012-01-27,13212,375,1,2181.5625
SO46914,2012-01-27,26245,356,1,2071.4196
SO46915,2012-01-27,26276,362,1,2049.0982
SO46916,2012-01-27,15196,329,1,782.99
SO46917,2012-01-27,21202,371,1,2181.5625
SO46918,2012-01-27,26022,343,1,782.99
SO46919,2012-01-27,11481,362,1,2049.0982
SO46920,2012-01-28,11609,362,1,2049.0982
SO46921,2012-01-28,15454,371,1,2181.5625
SO46922,2012-01-28,13088,368,1,2443.35
SO46923,2012-01-28,13176,369,1,2443.35
SO46924,2012-01-28,13203,375,1,2181.5625
SO46925,2012-01-28,21165,373,1,2181.5625
SO46926,2012-01-28,21169,377,1,2181.5625
SO46927,2012-01-28,12348,362,1,2049.0982
SO46928,2012-01-28,12358,356,1,2071.4196
SO47068,2012-01-29,13246,370,1,2443.35
SO47069,2012-01-29,14017,383,1,1000.4375
SO47070,2012-01-29,14025,387,1,1000.4375
SO47071,2012-01-29,15667,369,1,2443.35
SO47072,2012-01-29,20062,341,1,782.99
SO47073,2012-01-29,25287,369,1,2443.35
SO47074,2012-01-29,26293,362,1,2049.0982
SO47075,2012-01-29,12685,360,1,2049.0982
SO47076,2012-01-29,12588,362,1,2049.0982
SO47077,2012-01-30,16329,369,1,2443.35
SO47078,2012-01-30,13248,375,1,2181.5625
SO47079,2012-01-30,13359,375,1,2181.5625
SO47080,2012-01-30,26302,360,1,2049.0982
SO47081,2012-01-30,15203,341,1,782.99
SO47082,2012-01-30,15254,323,1,782.99
SO47083,2012-01-30,15288,329,1,782.99
SO47084,2012-01-30,21561,370,1,2443.35
SO47085,2012-01-31,16311,379,1,2181.5625
SO47086,2012-01-31,13378,373,1,2181.5625
SO47087,2012-01-31,13383,377,1,2181.5625
SO47088,2012-01-31,13274,369,1,2443.35
SO47089,2012-01-31,15284,341,1,782.99
SO47090,2012-01-31,21394,377,1,2181.5625
SO47091,2012-02-01,28532,354,1,2071.4196
SO47092,2012-02-01,28802,369,1,2443.35
SO47093,2012-02-01,13380,369,1,2443.35
SO47094,2012-02-01,15664,377,1,2181.5625
SO47095,2012-02-01,25095,370,1,2443.35
SO47096,2012-02-01,26283,354,1,2071.4196
SO47097,2012-02-01,21257,370,1,2443.35
SO47098,2012-02-01,12667,360,1,2049.0982
SO47099,2012-02-01,26134,325,1,782.99
SO47100,2012-02-02,11612,360,1,2049.0982
SO47101,2012-02-02,16260,371,1,2181.5625
SO47102,2012-02-02,13424,370,1,2443.35
SO47103,2012-02-02,13369,368,1,2443.35
SO47104,2012-02-02,13279,379,1,2181.5625
SO47105,2012-02-02,13319,371,1,2181.5625
SO47106,2012-02-02,25361,369,1,2443.35
SO47107,2012-02-03,11616,352,1,2071.4196
SO47108,2012-02-03,13839,369,1,2443.35
SO47109,2012-02-03,28819,375,1,2181.5625
SO47110,2012-02-03,28850,370,1,2443.35
SO47111,2012-02-03,25100,369,1,2443.35
SO47112,2012-02-03,20318,356,1,2071.4196
SO47113,2012-02-03,15255,343,1,782.99
SO47114,2012-02-03,21387,373,1,2181.5625
SO47115,2012-02-03,21393,370,1,2443.35
SO47116,2012-02-03,24611,387,1,1000.4375
SO47117,2012-02-03,12586,354,1,2071.4196
SO47118,2012-02-03,28541,362,1,2049.0982
SO47119,2012-02-04,16275,368,1,2443.35
SO47120,2012-02-04,14006,381,1,1000.4375
SO47121,2012-02-04,28832,375,1,2181.5625
SO47122,2012-02-04,13362,371,1,2181.5625
SO47123,2012-02-04,25408,371,1,2181.5625
SO47124,2012-02-04,13384,371,1,2181.5625
SO47125,2012-02-04,13325,375,1,2181.5625
SO47126,2012-02-04,13326,371,1,2181.5625
SO47127,2012-02-04,21258,371,1,2181.5625
SO47128,2012-02-04,21556,368,1,2443.35
SO47129,2012-02-04,12677,352,1,2071.4196
SO47130,2012-02-05,16406,375,1,2181.5625
SO47131,2012-02-05,13243,371,1,2181.5625
SO47132,2012-02-05,13283,375,1,2181.5625
SO47133,2012-02-05,13357,379,1,2181.5625
SO47134,2012-02-05,26296,354,1,2071.4196
SO47135,2012-02-05,27027,343,1,782.99
SO47136,2012-02-05,21389,379,1,2181.5625
SO47137,2012-02-05,13348,371,1,2181.5625
SO47138,2012-02-06,16308,379,1,2181.5625
SO47139,2012-02-06,13238,375,1,2181.5625
SO47140,2012-02-06,26290,356,1,2071.4196
SO47141,2012-02-06,21225,371,1,2181.5625
SO47142,2012-02-06,21230,369,1,2443.35
SO47143,2012-02-06,12684,362,1,2049.0982
SO47144,2012-02-06,26033,343,1,782.99
SO47145,2012-02-06,26131,339,1,782.99
SO47146,2012-02-07,18133,389,1,1000.4375
SO47147,2012-02-07,13324,375,1,2181.5625
SO47148,2012-02-07,21259,377,1,2181.5625
SO47149,2012-02-07,12669,360,1,2049.0982
SO47150,2012-02-08,15625,370,1,2443.35
SO47151,2012-02-08,25363,370,1,2443.35
SO47152,2012-02-08,28547,360,1,2049.0982
SO47153,2012-02-08,26024,321,1,782.99
SO47154,2012-02-08,26133,335,1,782.99
SO47155,2012-02-09,13801,370,1,2443.35
SO47156,2012-02-09,28837,373,1,2181.5625
SO47157,2012-02-09,25864,369,1,2443.35
SO47158,2012-02-09,26280,360,1,2049.0982
SO47159,2012-02-09,26300,362,1,2049.0982
SO47160,2012-02-09,21403,369,1,2443.35
SO47161,2012-02-09,21408,375,1,2181.5625
SO47162,2012-02-09,21418,371,1,2181.5625
SO47163,2012-02-09,12671,362,1,2049.0982
SO47164,2012-02-10,12123,360,1,2049.0982
SO47165,2012-02-10,15649,370,1,2443.35
SO47166,2012-02-10,15656,368,1,2443.35
SO47167,2012-02-10,13419,375,1,2181.5625
SO47168,2012-02-10,13286,377,1,2181.5625
SO47169,2012-02-10,26281,352,1,2071.4196
SO47170,2012-02-10,21228,377,1,2181.5625
SO47171,2012-02-10,21552,373,1,2181.5625
SO47172,2012-02-10,12668,352,1,2071.4196
SO47173,2012-02-10,12675,356,1,2071.4196
SO47174,2012-02-10,12584,354,1,2071.4196
SO47175,2012-02-10,13812,368,1,2443.35
SO47176,2012-02-11,11492,358,1,2049.0982
SO47177,2012-02-11,14022,381,1,1000.4375
SO47178,2012-02-11,14026,383,1,1000.4375
SO47179,2012-02-11,28848,377,1,2181.5625
SO47180,2012-02-11,13287,370,1,2443.35
SO47181,2012-02-11,13329,368,1,2443.35
SO47182,2012-02-11,26298,354,1,2071.4196
SO47183,2012-02-11,15200,335,1,782.99
SO47184,2012-02-11,21380,379,1,2181.5625
SO47185,2012-02-11,12133,356,1,2071.4196
SO47186,2012-02-12,13806,371,1,2181.5625
SO47187,2012-02-12,18134,385,1,1000.4375
SO47188,2012-02-12,19253,389,1,1000.4375
SO47189,2012-02-12,28818,373,1,2181.5625
SO47190,2012-02-12,25892,369,1,2443.35
SO47191,2012-02-12,13382,379,1,2181.5625
SO47192,2012-02-12,16328,371,1,2181.5625
SO47193,2012-02-12,20162,329,1,782.99
SO47194,2012-02-12,13269,377,1,2181.5625
SO47195,2012-02-12,13355,371,1,2181.5625
SO47196,2012-02-12,26286,362,1,2049.0982
SO47197,2012-02-12,21218,377,1,2181.5625
SO47198,2012-02-13,14169,370,1,2443.35
SO47199,2012-02-13,20051,323,1,782.99
SO47200,2012-02-13,13247,373,1,2181.5625
SO47201,2012-02-13,26277,356,1,2071.4196
SO47202,2012-02-13,26285,356,1,2071.4196
SO47203,2012-02-14,25883,370,1,2443.35
SO47204,2012-02-14,25371,377,1,2181.5625
SO47205,2012-02-14,26301,352,1,2071.4196
SO47206,2012-02-14,15256,333,1,782.99
SO47207,2012-02-14,27043,337,1,782.99
SO47208,2012-02-14,21359,369,1,2443.35
SO47209,2012-02-14,21379,370,1,2443.35
SO47210,2012-02-14,24609,389,1,1000.4375
SO47211,2012-02-14,12578,362,1,2049.0982
SO47212,2012-02-14,12580,360,1,2049.0982
SO47213,2012-02-15,16287,377,1,2181.5625
SO47214,2012-02-15,19195,389,1,1000.4375
SO47215,2012-02-15,28836,368,1,2443.35
SO47216,2012-02-15,26299,360,1,2049.0982
SO47217,2012-02-15,21222,375,1,2181.5625
SO47218,2012-02-15,21361,369,1,2443.35
SO47219,2012-02-15,12577,362,1,2049.0982
SO47220,2012-02-15,12579,358,1,2049.0982
SO47221,2012-02-16,13823,370,1,2443.35
SO47222,2012-02-16,26316,381,1,1000.4375
SO47223,2012-02-16,25875,370,1,2443.35
SO47224,2012-02-16,15659,369,1,2443.35
SO47225,2012-02-16,13277,375,1,2181.5625
SO47226,2012-02-16,13314,368,1,2443.35
SO47227,2012-02-16,25288,375,1,2181.5625
SO47228,2012-02-16,13237,375,1,2181.5625
SO47229,2012-02-16,26295,358,1,2049.0982
SO47230,2012-02-16,21256,371,1,2181.5625
SO47231,2012-02-16,11564,362,1,2049.0982
SO47232,2012-02-17,15627,373,1,2181.5625
SO47233,2012-02-17,16250,379,1,2181.5625
SO47234,2012-02-17,19260,389,1,1000.4375
SO47235,2012-02-17,16317,375,1,2181.5625
SO47236,2012-02-17,14023,385,1,1000.4375
SO47237,2012-02-17,28834,368,1,2443.35
SO47238,2012-02-17,16405,370,1,2443.35
SO47239,2012-02-17,21384,371,1,2181.5625
SO47240,2012-02-17,24612,381,1,1000.4375
SO47241,2012-02-17,21559,368,1,2443.35
SO47242,2012-02-17,28540,362,1,2049.0982
SO47243,2012-02-17,20712,339,1,782.99
SO47244,2012-02-18,19193,385,1,1000.4375
SO47245,2012-02-18,16420,375,1,2181.5625
SO47246,2012-02-18,20713,343,1,782.99
SO47247,2012-02-18,13292,371,1,2181.5625
SO47248,2012-02-18,13340,375,1,2181.5625
SO47249,2012-02-18,13346,377,1,2181.5625
SO47250,2012-02-18,21217,379,1,2181.5625
SO47251,2012-02-18,21226,377,1,2181.5625
SO47252,2012-02-18,12676,352,1,2071.4196
SO47253,2012-02-18,12683,356,1,2071.4196
SO47254,2012-02-19,15276,333,1,782.99
SO47255,2012-02-19,11561,358,1,2049.0982
SO47256,2012-02-19,16417,373,1,2181.5625
SO47257,2012-02-19,14141,368,1,2443.35
SO47258,2012-02-19,13298,377,1,2181.5625
SO47259,2012-02-19,13351,375,1,2181.5625
SO47260,2012-02-19,13233,375,1,2181.5625
SO47261,2012-02-19,26305,362,1,2049.0982
SO47262,2012-02-19,21560,379,1,2181.5625
SO47263,2012-02-19,12589,358,1,2049.0982
SO47264,2012-02-20,16410,368,1,2443.35
SO47265,2012-02-20,13250,375,1,2181.5625
SO47266,2012-02-20,21555,377,1,2181.5625
SO47267,2012-02-20,12674,352,1,2071.4196
SO47268,2012-02-20,21402,375,1,2181.5625
SO47269,2012-02-21,28512,362,1,2049.0982
SO47270,2012-02-21,28519,360,1,2049.0982
SO47271,2012-02-21,18140,381,1,1000.4375
SO47272,2012-02-21,29013,371,1,2181.5625
SO47273,2012-02-21,13420,368,1,2443.35
SO47274,2012-02-21,16407,370,1,2443.35
SO47275,2012-02-21,19076,339,1,782.99
SO47276,2012-02-21,15289,343,1,782.99
SO47277,2012-02-21,21219,371,1,2181.5625
SO47278,2012-02-21,21404,379,1,2181.5625
SO47279,2012-02-21,12680,362,1,2049.0982
SO47280,2012-02-22,11615,352,1,2071.4196
SO47281,2012-02-22,17099,389,1,1000.4375
SO47282,2012-02-22,19258,381,1,1000.4375
SO47283,2012-02-22,15655,373,1,2181.5625
SO47284,2012-02-22,13402,368,1,2443.35
SO47285,2012-02-22,29135,373,1,2181.5625
SO47286,2012-02-22,19944,329,1,782.99
SO47287,2012-02-22,13280,375,1,2181.5625
SO47288,2012-02-22,13353,373,1,2181.5625
SO47289,2012-02-22,26297,360,1,2049.0982
SO47290,2012-02-22,21558,368,1,2443.35
SO47291,2012-02-23,16318,371,1,2181.5625
SO47292,2012-02-23,13811,379,1,2181.5625
SO47293,2012-02-23,19192,385,1,1000.4375
SO47294,2012-02-23,18139,383,1,1000.4375
SO47295,2012-02-23,14005,387,1,1000.4375
SO47296,2012-02-23,14024,385,1,1000.4375
SO47297,2012-02-23,13385,377,1,2181.5625
SO47298,2012-02-23,13403,371,1,2181.5625
SO47299,2012-02-23,13425,369,1,2443.35
SO47300,2012-02-23,20717,337,1,782.99
SO47301,2012-02-23,26292,358,1,2049.0982
SO47302,2012-02-23,12670,360,1,2049.0982
SO47303,2012-02-23,26029,323,1,782.99
SO47304,2012-02-24,16272,379,1,2181.5625
SO47305,2012-02-24,25393,369,1,2443.35
SO47306,2012-02-24,28798,369,1,2443.35
SO47307,2012-02-24,20711,335,1,782.99
SO47308,2012-02-24,20718,327,1,782.99
SO47309,2012-02-24,13316,377,1,2181.5625
SO47310,2012-02-24,26303,354,1,2071.4196
SO47311,2012-02-24,15252,333,1,782.99
SO47312,2012-02-24,15280,333,1,782.99
SO47313,2012-02-24,21231,373,1,2181.5625
SO47314,2012-02-24,12673,362,1,2049.0982
SO47315,2012-02-25,13840,379,1,2181.5625
SO47316,2012-02-25,13361,369,1,2443.35
